dataset,rep,scenario,checker,sees,fired,statistic,seconds
spambase,4,shift,DR-M1,features,1,0.0,0.1197
spambase,4,shift,DR-M2,features,0,0.079083,0.0385
spambase,4,shift,DR-M3,features,0,0.019897,0.0903
spambase,4,shift,DR-M4,features,0,0.048183,0.6652
spambase,4,shift,DR-M5,features,0,0.013085,0.0646
spambase,4,shift,DR-M6,features,0,0.394548,0.2927
spambase,4,shift,DR-M7,features,1,3e-06,0.087
spambase,4,shift,DR-M8,errors,1,0.03,0.0001
spambase,4,shift,DR-M10,joint,0,0.004531,0.3139
spambase,4,shift,DR-M12,features,1,0.0,0.184
spambase,4,shift,DR-M13,features,1,0.0,0.0458
spambase,4,shift,DR-M14,joint,0,0.073004,0.2681
spambase,4,shift,DR-C1,errors,1,90.0,0.0006
spambase,4,shift,DR-C2,errors,1,70.0,0.0002
spambase,4,shift,DR-C3,errors,0,,0.0007
spambase,4,shift,DR-C4,errors,0,,0.0003
spambase,4,shift,DR-C5,errors,0,,0.8466
spambase,4,shift,DR-C6,errors,0,,0.0249
spambase,4,shift,DR-C7,errors,0,,0.0154
spambase,4,shift,DR-C9,errors,0,,0.0005
spambase,4,shift,DR-MV1,joint,1,151.137658,0.0055
spambase,4,shift,DR-MV2,joint,0,0.04,0.0085
spambase,4,shift,DR-CV1,joint,1,0.98556,2.4264
spambase,4,scale,DR-M1,features,0,0.079609,0.0782
spambase,4,scale,DR-M2,features,0,0.104283,0.0315
spambase,4,scale,DR-M3,features,0,0.017188,0.0823
spambase,4,scale,DR-M4,features,0,0.059452,0.6107
spambase,4,scale,DR-M5,features,0,0.017293,0.038
spambase,4,scale,DR-M6,features,0,0.43266,0.2485
spambase,4,scale,DR-M7,features,0,0.010852,0.0823
spambase,4,scale,DR-M8,errors,1,0.01,0.0001
spambase,4,scale,DR-M10,joint,0,0.003947,0.3216
spambase,4,scale,DR-M12,features,0,0.038564,0.18
spambase,4,scale,DR-M13,features,0,0.031822,0.0463
spambase,4,scale,DR-M14,joint,0,0.067095,0.2848
spambase,4,scale,DR-C1,errors,0,,0.0007
spambase,4,scale,DR-C2,errors,0,,0.0003
spambase,4,scale,DR-C3,errors,0,,0.0007
spambase,4,scale,DR-C4,errors,0,,0.0046
spambase,4,scale,DR-C5,errors,0,,0.8665
spambase,4,scale,DR-C6,errors,0,,0.0301
spambase,4,scale,DR-C7,errors,0,,0.0159
spambase,4,scale,DR-C9,errors,0,,0.0005
spambase,4,scale,DR-MV1,joint,1,115.908489,0.0013
spambase,4,scale,DR-MV2,joint,0,0.032,0.0082
spambase,4,scale,DR-CV1,joint,0,0.48242,2.9892
spambase,4,correlation,DR-M1,features,0,0.4183,0.0961
spambase,4,correlation,DR-M2,features,0,0.107156,0.0369
spambase,4,correlation,DR-M3,features,0,0.049516,0.0817
spambase,4,correlation,DR-M4,features,0,0.06073,0.6223
spambase,4,correlation,DR-M5,features,0,0.017802,0.0564
spambase,4,correlation,DR-M6,features,0,0.476366,0.2788
spambase,4,correlation,DR-M7,features,1,0.000776,0.0812
spambase,4,correlation,DR-M8,errors,0,0.002,0.0001
spambase,4,correlation,DR-M10,joint,0,0.004506,0.3081
spambase,4,correlation,DR-M12,features,0,0.181082,0.1807
spambase,4,correlation,DR-M13,features,0,0.014712,0.0333
spambase,4,correlation,DR-M14,joint,1,0.082541,0.2619
spambase,4,correlation,DR-C1,errors,0,,0.0008
spambase,4,correlation,DR-C2,errors,1,112.0,0.0004
spambase,4,correlation,DR-C3,errors,0,,0.0008
spambase,4,correlation,DR-C4,errors,0,,0.0003
spambase,4,correlation,DR-C5,errors,0,,0.81
spambase,4,correlation,DR-C6,errors,0,,0.0255
spambase,4,correlation,DR-C7,errors,0,,0.0155
spambase,4,correlation,DR-C9,errors,0,,0.0005
spambase,4,correlation,DR-MV1,joint,1,119.364314,0.0054
spambase,4,correlation,DR-MV2,joint,0,0.072,0.0083
spambase,4,correlation,DR-CV1,joint,0,0.45716,2.7106
spambase,4,selection,DR-M1,features,1,2.9e-05,0.08
spambase,4,selection,DR-M2,features,0,0.204535,0.0314
spambase,4,selection,DR-M3,features,1,0.0,0.0836
spambase,4,selection,DR-M4,features,0,0.089476,0.5956
spambase,4,selection,DR-M5,features,0,0.035726,0.0334
spambase,4,selection,DR-M6,features,0,0.666935,0.2574
spambase,4,selection,DR-M7,features,1,0.0,0.0797
spambase,4,selection,DR-M8,errors,1,0.014,0.0001
spambase,4,selection,DR-M10,joint,1,0.007979,0.2906
spambase,4,selection,DR-M12,features,1,0.0,0.191
spambase,4,selection,DR-M13,features,1,0.0,0.0457
spambase,4,selection,DR-M14,joint,1,0.116354,0.2552
spambase,4,selection,DR-C1,errors,0,,0.005
spambase,4,selection,DR-C2,errors,0,,0.0004
spambase,4,selection,DR-C3,errors,0,,0.0006
spambase,4,selection,DR-C4,errors,0,,0.0003
spambase,4,selection,DR-C5,errors,0,,0.8182
spambase,4,selection,DR-C6,errors,0,,0.0298
spambase,4,selection,DR-C7,errors,0,,0.0152
spambase,4,selection,DR-C9,errors,0,,0.0006
spambase,4,selection,DR-MV1,joint,1,182.925254,0.0014
spambase,4,selection,DR-MV2,joint,0,0.012,0.0085
spambase,4,selection,DR-CV1,joint,0,0.56052,3.2584
spambase,4,label_shift,DR-M1,features,0,0.013558,0.0855
spambase,4,label_shift,DR-M2,features,0,0.09279,0.0318
spambase,4,label_shift,DR-M3,features,0,0.00364,0.0862
spambase,4,label_shift,DR-M4,features,0,0.055225,0.6384
spambase,4,label_shift,DR-M5,features,0,0.016534,0.0335
spambase,4,label_shift,DR-M6,features,0,0.461948,0.2724
spambase,4,label_shift,DR-M7,features,0,0.014077,0.0879
spambase,4,label_shift,DR-M8,errors,0,-0.006,0.0001
spambase,4,label_shift,DR-M10,joint,0,0.004202,0.2891
spambase,4,label_shift,DR-M12,features,1,9.4e-05,0.1946
spambase,4,label_shift,DR-M13,features,1,0.0,0.0348
spambase,4,label_shift,DR-M14,joint,0,0.068334,0.2395
spambase,4,label_shift,DR-C1,errors,0,,0.0008
spambase,4,label_shift,DR-C2,errors,0,,0.0003
spambase,4,label_shift,DR-C3,errors,0,,0.0047
spambase,4,label_shift,DR-C4,errors,0,,0.0004
spambase,4,label_shift,DR-C5,errors,0,,0.8464
spambase,4,label_shift,DR-C6,errors,0,,0.0303
spambase,4,label_shift,DR-C7,errors,0,,0.0147
spambase,4,label_shift,DR-C9,errors,0,,0.0005
spambase,4,label_shift,DR-MV1,joint,1,123.416236,0.0013
spambase,4,label_shift,DR-MV2,joint,0,0.024,0.0084
spambase,4,label_shift,DR-CV1,joint,0,0.43798,2.831
spambase,4,concept,DR-M1,features,0,0.4183,0.0789
spambase,4,concept,DR-M2,features,0,0.092099,0.0331
spambase,4,concept,DR-M3,features,0,0.026331,0.0883
spambase,4,concept,DR-M4,features,0,0.058365,0.6224
spambase,4,concept,DR-M5,features,0,0.015367,0.034
spambase,4,concept,DR-M6,features,0,0.651403,0.2735
spambase,4,concept,DR-M7,features,0,0.003886,0.0803
spambase,4,concept,DR-M8,errors,1,0.054,0.0001
spambase,4,concept,DR-M10,joint,0,0.003321,0.2865
spambase,4,concept,DR-M12,features,0,0.029638,0.1827
spambase,4,concept,DR-M13,features,0,0.002315,0.0379
spambase,4,concept,DR-M14,joint,1,0.080581,0.2526
spambase,4,concept,DR-C1,errors,1,161.0,0.0008
spambase,4,concept,DR-C2,errors,1,97.0,0.0002
spambase,4,concept,DR-C3,errors,0,,0.0006
spambase,4,concept,DR-C4,errors,0,,0.0045
spambase,4,concept,DR-C5,errors,0,,0.8921
spambase,4,concept,DR-C6,errors,0,,0.0216
spambase,4,concept,DR-C7,errors,0,,0.015
spambase,4,concept,DR-C9,errors,0,,0.0006
spambase,4,concept,DR-MV1,joint,1,344.840831,0.0015
spambase,4,concept,DR-MV2,joint,0,0.044,0.0134
spambase,4,concept,DR-CV1,joint,0,0.50022,3.1894
texture,0,none,DR-M1,features,0,0.382227,0.0635
texture,0,none,DR-M2,features,0,0.06452,0.0248
texture,0,none,DR-M3,features,0,0.310703,0.0799
texture,0,none,DR-M4,features,0,0.032805,0.5044
texture,0,none,DR-M5,features,0,0.011582,0.0284
texture,0,none,DR-M6,features,0,0.095255,0.3021
texture,0,none,DR-M7,features,0,0.590404,0.0552
texture,0,none,DR-M8,errors,1,0.02,0.0001
texture,0,none,DR-M10,joint,0,0.001467,0.2846
texture,0,none,DR-M12,features,0,0.467465,0.0196
texture,0,none,DR-M13,features,0,0.25,0.034
texture,0,none,DR-M14,joint,0,0.02098,0.2581
texture,0,none,DR-C1,errors,1,113.0,0.0007
texture,0,none,DR-C2,errors,0,,0.0003
texture,0,none,DR-C3,errors,0,,0.0006
texture,0,none,DR-C4,errors,0,,0.0003
texture,0,none,DR-C5,errors,0,,0.7754
texture,0,none,DR-C6,errors,0,,0.0413
texture,0,none,DR-C7,errors,0,,0.021
texture,0,none,DR-C9,errors,0,,0.0005
texture,0,none,DR-MV1,joint,0,32.797304,0.0012
texture,0,none,DR-MV2,joint,0,0.044,0.0075
texture,0,none,DR-CV1,joint,0,0.51668,3.1663
texture,0,shift,DR-M1,features,1,0.00037,0.0766
texture,0,shift,DR-M2,features,1,0.265069,0.0303
texture,0,shift,DR-M3,features,1,5e-06,0.087
texture,0,shift,DR-M4,features,0,0.137646,0.4437
texture,0,shift,DR-M5,features,0,0.046431,0.0253
texture,0,shift,DR-M6,features,0,0.243971,0.2234
texture,0,shift,DR-M7,features,0,0.002217,0.0568
texture,0,shift,DR-M8,errors,0,-0.004,0.0001
texture,0,shift,DR-M10,joint,0,0.004175,0.2996
texture,0,shift,DR-M12,features,1,0.000405,0.0187
texture,0,shift,DR-M13,features,1,0.0,0.0324
texture,0,shift,DR-M14,joint,0,0.046903,0.2396
texture,0,shift,DR-C1,errors,0,,0.0008
texture,0,shift,DR-C2,errors,0,,0.0003
texture,0,shift,DR-C3,errors,0,,0.0047
texture,0,shift,DR-C4,errors,0,,0.0003
texture,0,shift,DR-C5,errors,0,,0.8454
texture,0,shift,DR-C6,errors,0,,0.0479
texture,0,shift,DR-C7,errors,0,,0.0174
texture,0,shift,DR-C9,errors,0,,0.0048
texture,0,shift,DR-MV1,joint,1,2825.539213,0.0012
texture,0,shift,DR-MV2,joint,0,0.044,0.0077
texture,0,shift,DR-CV1,joint,1,0.94884,3.0378
texture,0,scale,DR-M1,features,1,0.000567,0.0581
texture,0,scale,DR-M2,features,1,0.320167,0.0239
texture,0,scale,DR-M3,features,1,0.0,0.0726
texture,0,scale,DR-M4,features,0,0.16172,0.467
texture,0,scale,DR-M5,features,0,0.056252,0.0253
texture,0,scale,DR-M6,features,1,0.517168,0.2223
texture,0,scale,DR-M7,features,0,0.31809,0.0565
texture,0,scale,DR-M8,errors,1,0.028,0.0001
texture,0,scale,DR-M10,joint,0,0.005284,0.2872
texture,0,scale,DR-M12,features,1,0.000227,0.0185
texture,0,scale,DR-M13,features,1,0.0,0.0311
texture,0,scale,DR-M14,joint,0,0.048872,0.2328
texture,0,scale,DR-C1,errors,1,140.0,0.0006
texture,0,scale,DR-C2,errors,0,,0.0003
texture,0,scale,DR-C3,errors,0,,0.0047
texture,0,scale,DR-C4,errors,0,,0.0004
texture,0,scale,DR-C5,errors,0,,0.748
texture,0,scale,DR-C6,errors,0,,0.0438
texture,0,scale,DR-C7,errors,0,,0.0173
texture,0,scale,DR-C9,errors,0,,0.0005
texture,0,scale,DR-MV1,joint,0,21.897474,0.0011
texture,0,scale,DR-MV2,joint,1,0.152,0.0074
texture,0,scale,DR-CV1,joint,1,0.89464,3.2172
texture,0,correlation,DR-M1,features,0,0.232537,0.057
texture,0,correlation,DR-M2,features,0,0.127813,0.0237
texture,0,correlation,DR-M3,features,0,0.012314,0.0726
texture,0,correlation,DR-M4,features,0,0.063705,0.4684
texture,0,correlation,DR-M5,features,0,0.022808,0.0252
texture,0,correlation,DR-M6,features,0,0.105221,0.2308
texture,0,correlation,DR-M7,features,0,0.39992,0.0529
texture,0,correlation,DR-M8,errors,1,0.02,0.0001
texture,0,correlation,DR-M10,joint,0,0.00476,0.2753
texture,0,correlation,DR-M12,features,0,0.346208,0.0183
texture,0,correlation,DR-M13,features,0,0.25,0.0272
texture,0,correlation,DR-M14,joint,0,0.041617,0.2237
texture,0,correlation,DR-C1,errors,1,78.0,0.0006
texture,0,correlation,DR-C2,errors,0,,0.0044
texture,0,correlation,DR-C3,errors,0,,0.0008
texture,0,correlation,DR-C4,errors,0,,0.0003
texture,0,correlation,DR-C5,errors,0,,0.8121
texture,0,correlation,DR-C6,errors,0,,0.0419
texture,0,correlation,DR-C7,errors,0,,0.0211
texture,0,correlation,DR-C9,errors,0,,0.0005
texture,0,correlation,DR-MV1,joint,0,29.698524,0.0011
texture,0,correlation,DR-MV2,joint,1,0.144,0.0075
texture,0,correlation,DR-CV1,joint,1,0.82828,3.1679
texture,0,selection,DR-M1,features,1,0.0,0.0784
texture,0,selection,DR-M2,features,1,0.283986,0.0259
texture,0,selection,DR-M3,features,1,1e-06,0.0731
texture,0,selection,DR-M4,features,0,0.150785,0.4486
texture,0,selection,DR-M5,features,0,0.049717,0.0252
texture,0,selection,DR-M6,features,1,0.471615,0.2224
texture,0,selection,DR-M7,features,1,0.0,0.0587
texture,0,selection,DR-M8,errors,0,-0.004,0.0001
texture,0,selection,DR-M10,joint,1,0.038229,0.2554
texture,0,selection,DR-M12,features,1,0.0,0.0246
texture,0,selection,DR-M13,features,1,0.0,0.0318
texture,0,selection,DR-M14,joint,1,0.52387,0.217
texture,0,selection,DR-C1,errors,0,,0.0048
texture,0,selection,DR-C2,errors,0,,0.0003
texture,0,selection,DR-C3,errors,0,,0.0007
texture,0,selection,DR-C4,errors,0,,0.0003
texture,0,selection,DR-C5,errors,0,,0.7363
texture,0,selection,DR-C6,errors,0,,0.044
texture,0,selection,DR-C7,errors,0,,0.0223
texture,0,selection,DR-C9,errors,0,,0.0005
texture,0,selection,DR-MV1,joint,1,114.253323,0.0012
texture,0,selection,DR-MV2,joint,0,0.064,0.0076
texture,0,selection,DR-CV1,joint,1,0.60488,3.2239
texture,0,label_shift,DR-M1,features,0,0.186802,0.0619
texture,0,label_shift,DR-M2,features,0,0.155857,0.0245
texture,0,label_shift,DR-M3,features,0,0.003889,0.0747
texture,0,label_shift,DR-M4,features,0,0.081575,0.5149
texture,0,label_shift,DR-M5,features,0,0.027608,0.0301
texture,0,label_shift,DR-M6,features,0,0.13246,0.2339
texture,0,label_shift,DR-M7,features,0,0.173749,0.057
texture,0,label_shift,DR-M8,errors,1,0.008,0.0001
texture,0,label_shift,DR-M10,joint,0,0.003826,0.2715
texture,0,label_shift,DR-M12,features,0,0.182686,0.0303
texture,0,label_shift,DR-M13,features,0,0.213487,0.0324
texture,0,label_shift,DR-M14,joint,0,0.036672,0.2337
texture,0,label_shift,DR-C1,errors,0,,0.0008
texture,0,label_shift,DR-C2,errors,0,,0.0003
texture,0,label_shift,DR-C3,errors,0,,0.0006
texture,0,label_shift,DR-C4,errors,0,,0.0003
texture,0,label_shift,DR-C5,errors,0,,0.7726
texture,0,label_shift,DR-C6,errors,0,,0.0473
texture,0,label_shift,DR-C7,errors,0,,0.0222
texture,0,label_shift,DR-C9,errors,0,,0.0005
texture,0,label_shift,DR-MV1,joint,0,38.289751,0.0011
texture,0,label_shift,DR-MV2,joint,0,0.048,0.0076
texture,0,label_shift,DR-CV1,joint,0,0.55816,3.2754
texture,0,concept,DR-M1,features,0,0.06089,0.0582
texture,0,concept,DR-M2,features,0,0.180247,0.0241
texture,0,concept,DR-M3,features,1,0.001151,0.0772
texture,0,concept,DR-M4,features,0,0.095849,0.5117
texture,0,concept,DR-M5,features,0,0.031819,0.0573
texture,0,concept,DR-M6,features,0,0.112599,0.2481
texture,0,concept,DR-M7,features,0,0.192354,0.076
texture,0,concept,DR-M8,errors,1,0.192,0.0001
texture,0,concept,DR-M10,joint,0,0.00354,0.277
texture,0,concept,DR-M12,features,0,0.122116,0.0197
texture,0,concept,DR-M13,features,0,0.082543,0.0327
texture,0,concept,DR-M14,joint,0,0.041075,0.2309
texture,0,concept,DR-C1,errors,1,7.0,0.0006
texture,0,concept,DR-C2,errors,1,106.0,0.0003
texture,0,concept,DR-C3,errors,0,,0.0006
texture,0,concept,DR-C4,errors,1,75.0,0.0044
texture,0,concept,DR-C5,errors,0,,0.7946
texture,0,concept,DR-C6,errors,1,94.0,0.0385
texture,0,concept,DR-C7,errors,0,,0.0226
texture,0,concept,DR-C9,errors,0,,0.0005
texture,0,concept,DR-MV1,joint,0,51.669081,0.0021
texture,0,concept,DR-MV2,joint,0,0.048,0.0136
texture,0,concept,DR-CV1,joint,0,0.545,3.0412
texture,1,none,DR-M1,features,0,0.079609,0.0629
texture,1,none,DR-M2,features,0,0.111466,0.0289
texture,1,none,DR-M3,features,0,0.032403,0.0721
texture,1,none,DR-M4,features,0,0.058323,0.4914
texture,1,none,DR-M5,features,0,0.019872,0.0401
texture,1,none,DR-M6,features,0,0.153741,0.2706
texture,1,none,DR-M7,features,0,0.071101,0.0626
texture,1,none,DR-M8,errors,0,-0.01,0.0001
texture,1,none,DR-M10,joint,0,0.006019,0.31
texture,1,none,DR-M12,features,0,0.059244,0.0194
texture,1,none,DR-M13,features,0,0.042489,0.0544
texture,1,none,DR-M14,joint,0,0.057396,0.2854
texture,1,none,DR-C1,errors,0,,0.0055
texture,1,none,DR-C2,errors,0,,0.0008
texture,1,none,DR-C3,errors,0,,0.0009
texture,1,none,DR-C4,errors,0,,0.0004
texture,1,none,DR-C5,errors,0,,0.9561
texture,1,none,DR-C6,errors,0,,0.0457
texture,1,none,DR-C7,errors,0,,0.0175
texture,1,none,DR-C9,errors,0,,0.0005
texture,1,none,DR-MV1,joint,1,68.515451,0.0012
texture,1,none,DR-MV2,joint,0,0.044,0.0127
texture,1,none,DR-CV1,joint,0,0.57844,3.529
texture,1,shift,DR-M1,features,1,2.9e-05,0.0625
texture,1,shift,DR-M2,features,1,0.363318,0.0251
texture,1,shift,DR-M3,features,1,0.0,0.0767
texture,1,shift,DR-M4,features,1,0.213941,0.4608
texture,1,shift,DR-M5,features,0,0.059638,0.0451
texture,1,shift,DR-M6,features,1,0.408768,0.2668
texture,1,shift,DR-M7,features,1,0.0,0.0553
texture,1,shift,DR-M8,errors,0,0.002,0.0001
texture,1,shift,DR-M10,joint,0,0.00513,0.257
texture,1,shift,DR-M12,features,1,0.0,0.0202
texture,1,shift,DR-M13,features,1,0.0,0.0388
texture,1,shift,DR-M14,joint,0,0.080912,0.2466
texture,1,shift,DR-C1,errors,0,,0.0008
texture,1,shift,DR-C2,errors,0,,0.0003
texture,1,shift,DR-C3,errors,0,,0.0006
texture,1,shift,DR-C4,errors,0,,0.0003
texture,1,shift,DR-C5,errors,0,,0.8666
texture,1,shift,DR-C6,errors,0,,0.0489
texture,1,shift,DR-C7,errors,0,,0.016
texture,1,shift,DR-C9,errors,0,,0.0007
texture,1,shift,DR-MV1,joint,1,3832.382298,0.0052
texture,1,shift,DR-MV2,joint,0,0.052,0.0038
texture,1,shift,DR-CV1,joint,1,0.93784,3.2277
texture,1,scale,DR-M1,features,1,0.00105,0.062
texture,1,scale,DR-M2,features,1,0.338151,0.024
texture,1,scale,DR-M3,features,1,0.0,0.0823
texture,1,scale,DR-M4,features,1,0.171495,0.4278
texture,1,scale,DR-M5,features,0,0.059437,0.0298
texture,1,scale,DR-M6,features,1,0.394367,0.2247
texture,1,scale,DR-M7,features,0,0.20571,0.0527
texture,1,scale,DR-M8,errors,0,-0.002,0.0001
texture,1,scale,DR-M10,joint,0,0.003865,0.267
texture,1,scale,DR-M12,features,0,0.001886,0.0193
texture,1,scale,DR-M13,features,1,0.0,0.032
texture,1,scale,DR-M14,joint,0,0.04089,0.2319
texture,1,scale,DR-C1,errors,0,,0.0013
texture,1,scale,DR-C2,errors,0,,0.0048
texture,1,scale,DR-C3,errors,0,,0.0008
texture,1,scale,DR-C4,errors,0,,0.0003
texture,1,scale,DR-C5,errors,0,,0.808
texture,1,scale,DR-C6,errors,0,,0.0416
texture,1,scale,DR-C7,errors,0,,0.0164
texture,1,scale,DR-C9,errors,0,,0.0047
texture,1,scale,DR-MV1,joint,1,58.216595,0.0012
texture,1,scale,DR-MV2,joint,0,0.052,0.0076
texture,1,scale,DR-CV1,joint,1,0.86674,3.3311
texture,1,correlation,DR-M1,features,0,0.025539,0.0642
texture,1,correlation,DR-M2,features,0,0.102518,0.0299
texture,1,correlation,DR-M3,features,0,0.06049,0.079
texture,1,correlation,DR-M4,features,0,0.053037,0.4349
texture,1,correlation,DR-M5,features,0,0.01832,0.0221
texture,1,correlation,DR-M6,features,0,0.192128,0.2279
texture,1,correlation,DR-M7,features,0,0.014897,0.0556
texture,1,correlation,DR-M8,errors,0,-0.014,0.0001
texture,1,correlation,DR-M10,joint,0,0.006688,0.2799
texture,1,correlation,DR-M12,features,0,0.01455,0.0207
texture,1,correlation,DR-M13,features,0,0.015048,0.0402
texture,1,correlation,DR-M14,joint,0,0.100694,0.2479
texture,1,correlation,DR-C1,errors,0,,0.0007
texture,1,correlation,DR-C2,errors,0,,0.0003
texture,1,correlation,DR-C3,errors,0,,0.0047
texture,1,correlation,DR-C4,errors,0,,0.0004
texture,1,correlation,DR-C5,errors,0,,0.8173
texture,1,correlation,DR-C6,errors,0,,0.0465
texture,1,correlation,DR-C7,errors,0,,0.0161
texture,1,correlation,DR-C9,errors,0,,0.0005
texture,1,correlation,DR-MV1,joint,1,58.834807,0.0012
texture,1,correlation,DR-MV2,joint,1,0.188,0.0076
texture,1,correlation,DR-CV1,joint,1,0.85288,3.3698
texture,1,selection,DR-M1,features,1,0.0,0.0845
texture,1,selection,DR-M2,features,1,0.297084,0.0336
texture,1,selection,DR-M3,features,1,0.0,0.0808
texture,1,selection,DR-M4,features,1,0.149491,0.5108
texture,1,selection,DR-M5,features,0,0.05207,0.0482
texture,1,selection,DR-M6,features,1,0.503199,0.2309
texture,1,selection,DR-M7,features,1,0.0,0.0604
texture,1,selection,DR-M8,errors,0,-0.006,0.0001
texture,1,selection,DR-M10,joint,1,0.027259,0.2844
texture,1,selection,DR-M12,features,1,0.0,0.0292
texture,1,selection,DR-M13,features,1,0.0,0.0453
texture,1,selection,DR-M14,joint,1,0.487567,0.2894
texture,1,selection,DR-C1,errors,0,,0.0008
texture,1,selection,DR-C2,errors,0,,0.0003
texture,1,selection,DR-C3,errors,0,,0.0006
texture,1,selection,DR-C4,errors,0,,0.0003
texture,1,selection,DR-C5,errors,0,,0.8222
texture,1,selection,DR-C6,errors,0,,0.0443
texture,1,selection,DR-C7,errors,0,,0.0155
texture,1,selection,DR-C9,errors,0,,0.0005
texture,1,selection,DR-MV1,joint,1,84.674168,0.0012
texture,1,selection,DR-MV2,joint,0,0.056,0.0076
texture,1,selection,DR-CV1,joint,0,0.5444,3.2891
texture,1,label_shift,DR-M1,features,0,0.06089,0.0809
texture,1,label_shift,DR-M2,features,0,0.092939,0.0432
texture,1,label_shift,DR-M3,features,0,0.081863,0.0812
texture,1,label_shift,DR-M4,features,0,0.046241,0.4589
texture,1,label_shift,DR-M5,features,0,0.016583,0.0439
texture,1,label_shift,DR-M6,features,0,0.122541,0.2419
texture,1,label_shift,DR-M7,features,0,0.15325,0.0543
texture,1,label_shift,DR-M8,errors,0,-0.01,0.0001
texture,1,label_shift,DR-M10,joint,0,0.002995,0.2876
texture,1,label_shift,DR-M12,features,0,0.144215,0.0191
texture,1,label_shift,DR-M13,features,0,0.163477,0.0543
texture,1,label_shift,DR-M14,joint,0,0.035218,0.2436
texture,1,label_shift,DR-C1,errors,0,,0.0006
texture,1,label_shift,DR-C2,errors,0,,0.0003
texture,1,label_shift,DR-C3,errors,0,,0.0006
texture,1,label_shift,DR-C4,errors,0,,0.0003
texture,1,label_shift,DR-C5,errors,0,,0.8687
texture,1,label_shift,DR-C6,errors,0,,0.046
texture,1,label_shift,DR-C7,errors,0,,0.0114
texture,1,label_shift,DR-C9,errors,0,,0.0045
texture,1,label_shift,DR-MV1,joint,0,31.417885,0.0012
texture,1,label_shift,DR-MV2,joint,0,0.036,0.0076
texture,1,label_shift,DR-CV1,joint,0,0.51648,3.4011
texture,1,concept,DR-M1,features,0,0.079609,0.0592
texture,1,concept,DR-M2,features,0,0.129402,0.0236
texture,1,concept,DR-M3,features,0,0.020732,0.0729
texture,1,concept,DR-M4,features,0,0.069033,0.4989
texture,1,concept,DR-M5,features,0,0.022719,0.0304
texture,1,concept,DR-M6,features,0,0.138975,0.2284
texture,1,concept,DR-M7,features,0,0.092977,0.0501
texture,1,concept,DR-M8,errors,1,0.15,0.0001
texture,1,concept,DR-M10,joint,0,0.003648,0.2756
texture,1,concept,DR-M12,features,0,0.107984,0.019
texture,1,concept,DR-M13,features,0,0.108444,0.0494
texture,1,concept,DR-M14,joint,0,0.04761,0.2389
texture,1,concept,DR-C1,errors,1,31.0,0.0008
texture,1,concept,DR-C2,errors,1,116.0,0.0004
texture,1,concept,DR-C3,errors,0,,0.0048
texture,1,concept,DR-C4,errors,1,171.0,0.0003
texture,1,concept,DR-C5,errors,0,,0.8007
texture,1,concept,DR-C6,errors,1,230.0,0.0329
texture,1,concept,DR-C7,errors,0,,0.0156
texture,1,concept,DR-C9,errors,0,,0.0005
texture,1,concept,DR-MV1,joint,0,47.363212,0.0011
texture,1,concept,DR-MV2,joint,0,0.048,0.0074
texture,1,concept,DR-CV1,joint,0,0.52952,3.0321
texture,2,none,DR-M1,features,0,0.232537,0.056
texture,2,none,DR-M2,features,0,0.108961,0.0237
texture,2,none,DR-M3,features,0,0.044604,0.0816
texture,2,none,DR-M4,features,0,0.056345,0.4516
texture,2,none,DR-M5,features,0,0.019385,0.0289
texture,2,none,DR-M6,features,0,0.092908,0.2207
texture,2,none,DR-M7,features,0,0.240006,0.0496
texture,2,none,DR-M8,errors,0,-0.004,0.0001
texture,2,none,DR-M10,joint,0,0.001609,0.2843
texture,2,none,DR-M12,features,0,0.255536,0.0191
texture,2,none,DR-M13,features,0,0.25,0.031
texture,2,none,DR-M14,joint,0,0.021716,0.2516
texture,2,none,DR-C1,errors,0,,0.0012
texture,2,none,DR-C2,errors,0,,0.0003
texture,2,none,DR-C3,errors,0,,0.0047
texture,2,none,DR-C4,errors,0,,0.0003
texture,2,none,DR-C5,errors,0,,0.8303
texture,2,none,DR-C6,errors,0,,0.0457
texture,2,none,DR-C7,errors,0,,0.0157
texture,2,none,DR-C9,errors,0,,0.0005
texture,2,none,DR-MV1,joint,0,24.981354,0.0013
texture,2,none,DR-MV2,joint,0,0.072,0.008
texture,2,none,DR-CV1,joint,0,0.47336,3.2003
texture,2,shift,DR-M1,features,1,0.0,0.0595
texture,2,shift,DR-M2,features,1,0.300389,0.0239
texture,2,shift,DR-M3,features,1,0.0,0.0798
texture,2,shift,DR-M4,features,1,0.140369,0.4598
texture,2,shift,DR-M5,features,0,0.052614,0.0301
texture,2,shift,DR-M6,features,1,0.363685,0.2311
texture,2,shift,DR-M7,features,1,4e-06,0.0534
texture,2,shift,DR-M8,errors,0,-0.008,0.0001
texture,2,shift,DR-M10,joint,0,0.003041,0.2613
texture,2,shift,DR-M12,features,1,0.0,0.0186
texture,2,shift,DR-M13,features,1,0.0,0.0358
texture,2,shift,DR-M14,joint,0,0.042534,0.2395
texture,2,shift,DR-C1,errors,0,,0.0008
texture,2,shift,DR-C2,errors,0,,0.0003
texture,2,shift,DR-C3,errors,0,,0.0006
texture,2,shift,DR-C4,errors,0,,0.0003
texture,2,shift,DR-C5,errors,0,,0.82
texture,2,shift,DR-C6,errors,0,,0.0447
texture,2,shift,DR-C7,errors,0,,0.0161
